gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
RPS19BP1	6	5	2	0	135.63	271.26	15	2
RPS20	0	9	1	2	118.80000000000001	237.60000000000002	15	2
RPS27A	0	9	0	0	155.43	310.86	15	2
RPS3	3	5	0	1	241.56	483.12	15	2
RPS6KA2	5	21	2	3	695.97	1391.94	15	2
RPS6KA3	4	26	0	1	723.36	1446.72	15	2
RPS6KC1	24	46	4	4	1071.18	2142.36	15	2
RPS7	0	8	0	0	193.05	386.1	15	2
RPSA	1	16	0	0	294.03000000000003	588.0600000000001	15	2
RRAGD	1	8	2	4	404.58000000000004	809.1600000000001	15	2
RRBP1	13	40	5	10	990	1980	15	2
RREB1	16	36	3	9	1504.8000000000002	3009.6000000000004	15	2
RRM1	3	61	5	20	785.07	1570.14	15	2
RRM2B	10	16	1	4	332.64000000000004	665.2800000000001	15	2
RRP15	8	9	1	0	254.43	508.86	15	2
RRP1B	32	35	7	9	751.4100000000001	1502.8200000000002	15	2
RRP36	17	13	4	1	231.33	462.66	15	2
RRP7A	8	14	4	4	273.24	546.48	15	2
RRP8	22	26	5	3	449.13	898.26	15	2
RRS1	19	21	5	2	246.51000000000002	493.02000000000004	15	2
RS1	1	10	0	5	222.75	445.5	15	2
RSAD2	14	23	0	0	380.16	760.32	15	2
RSF1	32	64	11	11	1506.45	3012.9	15	2
RSPH1	24	19	4	14	343.53000000000003	687.0600000000001	15	2
RSPH3	20	13	2	6	420.75	841.5	15	2
RSPH9	10	13	1	3	273.24	546.48	15	2
RSPO2	2	1	1	0	201.96	403.92	15	2
RSPO3	1	2	1	1	178.20000000000002	356.40000000000003	15	2
RSU1	16	13	7	4	329.01	658.02	15	2
RTCB	0	23	0	4	496.32000000000005	992.6400000000001	15	2
RTN4	0	3	0	1	186.78	373.56	15	2
RTN4IP1	4	14	0	2	353.76	707.52	15	2
RUBCNL	30	36	6	6	786.39	1572.78	15	2
RUNDC3B	1	10	1	1	444.51000000000005	889.0200000000001	15	2
RUNX1	10	14	2	4	493.35	986.7	15	2
RUNX2	9	17	1	1	542.52	1085.04	15	2
RWDD1	2	6	1	1	238.59	477.18	15	2
RWDD2B	7	18	2	1	287.1	574.2	15	2
RYR2	34	176	5	13	4902.4800000000005	9804.960000000001	15	2
SACM1L	3	27	0	3	571.5600000000001	1143.1200000000001	15	2
SACS	25	186	5	17	4535.1900000000005	9070.380000000001	15	2
SALL3	10	42	1	2	1250.3700000000001	2500.7400000000002	15	2
SAMD3	24	19	1	2	454.41	908.82	15	2
SAMD9L	73	55	2	5	1570.14	3140.28	15	2
SAMM50	2	15	2	2	465.3	930.6	15	2
SAP18	0	3	0	0	107.91000000000001	215.82000000000002	15	2
SASH1	24	60	7	6	1449.3600000000001	2898.7200000000003	15	2
SAT1	0	9	0	3	170.28	340.56	15	2
SATB1	2	15	0	2	778.14	1556.28	15	2
SAYSD1	6	10	1	0	148.5	297	15	2
SBK2	3	13	0	2	314.82	629.64	15	2
SCAF11	56	41	15	11	1292.94	2585.88	15	2
SCAF4	4	36	1	7	1051.71	2103.42	15	2
SCAF8	11	46	3	6	1381.71	2763.42	15	2
SCAP	15	79	9	31	1304.8200000000002	2609.6400000000003	15	2
SCARA5	5	15	3	13	486.09000000000003	972.1800000000001	15	2
SCEL	13	14	2	1	369.27000000000004	738.5400000000001	15	2
SCIN	22	28	2	1	761.3100000000001	1522.6200000000001	15	2
SCML2	9	29	5	1	722.7	1445.4	15	2
SCML4	17	19	5	3	401.94	803.88	15	2
SCN11A	42	60	4	5	1690.26	3380.52	15	2
SCN5A	13	59	4	5	1979.01	3958.02	15	2
SCNN1A	7	32	3	7	631.62	1263.24	15	2
SCRN1	2	19	2	0	410.85	821.7	15	2
SCUBE1	7	16	1	0	422.73	845.46	15	2
SCX	0	4	1	4	181.17000000000002	362.34000000000003	15	2
SCYL2	6	26	0	4	925.6500000000001	1851.3000000000002	15	2
SDC1	8	11	1	1	286.44	572.88	15	2
SDC2	3	6	1	2	199.98000000000002	399.96000000000004	15	2
SDCBP	4	9	2	1	295.02000000000004	590.0400000000001	15	2
SDCCAG8	15	28	5	3	710.49	1420.98	15	2
SDHA	2	38	1	4	659.34	1318.68	15	2
SDHAF3	2	4	2	0	67.32000000000001	134.64000000000001	15	2
SDHAF4	2	4	0	1	99.99000000000001	199.98000000000002	15	2
SDR16C5	4	19	1	10	302.94	605.88	15	2
SEC22C	14	15	5	0	349.47	698.94	15	2
SEC23B	1	40	3	7	760.32	1520.64	15	2
SEC61A2	0	17	0	1	472.23	944.46	15	2
SEC61B	2	2	0	0	95.04	190.08	15	2
SEC61G	0	4	0	0	68.31	136.62	15	2
SEC63	3	30	0	3	771.87	1543.74	15	2
SEH1L	0	15	0	5	398.97	797.94	15	2
SELENOI	4	14	2	4	371.91	743.82	15	2
SELENOO	15	27	5	6	679.47	1358.94	15	2
SEM1	0	4	0	1	70.29	140.58	15	2
SEMA3C	6	23	0	2	747.45	1494.9	15	2
SEMA3D	6	26	2	4	759	1518	15	2
SENP6	12	33	4	5	1178.1000000000001	2356.2000000000003	15	2
SENP7	46	34	5	2	1045.44	2090.88	15	2
SEPHS1	0	9	0	3	389.07	778.14	15	2
SEPT10	20	25	3	3	465.3	930.6	15	2
SEPT3	11	27	3	13	465.3	930.6	15	2
SEPT7	2	11	2	2	412.5	825	15	2
SERAC1	10	34	1	5	696.96	1393.92	15	2
SERHL2	15	16	3	6	338.58000000000004	677.1600000000001	15	2
SERINC1	0	13	0	3	457.38	914.76	15	2
SERPINE3	27	23	6	6	396	792	15	2
SERPINH1	2	14	1	9	372.57	745.14	15	2
SERTAD2	3	7	1	5	313.83000000000004	627.6600000000001	15	2
SERTAD4	6	5	1	1	282.81	565.62	15	2
SERTM1	1	5	1	0	106.92	213.84	15	2
SESN1	2	18	1	3	470.25	940.5	15	2
SESN3	1	17	0	2	485.1	970.2	15	2
SETD2	57	125	13	35	2114.64	4229.28	15	2
SETD4	16	23	6	3	435.6	871.2	15	2
SETDB2	61	45	3	7	836.5500000000001	1673.1000000000001	15	2
SF3B5	0	1	0	1	86.13000000000001	172.26000000000002	15	2
SF3B6	0	8	0	2	124.74000000000001	249.48000000000002	15	2
SFMBT2	21	28	1	5	960.3000000000001	1920.6000000000001	15	2
SFRP4	13	22	1	0	343.53000000000003	687.0600000000001	15	2
SFT2D1	4	9	0	1	176.22	352.44	15	2
SFT2D2	6	4	0	0	159.39000000000001	318.78000000000003	15	2
SGCE	6	19	1	2	469.92	939.84	15	2
SGCG	10	16	0	0	325.38	650.76	15	2
SGK1	0	10	0	4	428.67	857.34	15	2
SGK3	4	18	1	5	486.09000000000003	972.1800000000001	15	2
SGO1	34	13	7	3	588.39	1176.78	15	2
SGSM3	12	45	5	15	803.88	1607.76	15	2
SH2D1B	5	5	0	2	133.65	267.3	15	2
SH3BGR	4	7	0	1	182.16	364.32	15	2
SH3BGRL2	1	0	1	1	105.93	211.86	15	2
SH3BP1	13	39	9	8	633.9300000000001	1267.8600000000001	15	2
SH3BP5	1	18	0	5	426.03000000000003	852.0600000000001	15	2
SH3KBP1	4	13	1	4	639.5400000000001	1279.0800000000002	15	2
SH3RF3	9	42	7	9	673.2	1346.4	15	2
SHH	8	22	0	2	421.74	843.48	15	2
SHISA2	1	17	0	4	270.6	541.2	15	2
SHISA8	6	22	9	15	357.72	715.44	15	2
SHOX	1	5	0	1	289.08000000000004	578.1600000000001	15	2
SHPRH	31	65	3	9	1616.01	3232.02	15	2
SHROOM2	29	68	9	12	1709.4	3418.8	15	2
SIAH3	5	6	2	1	207.9	415.8	15	2
SIDT1	3	34	3	10	767.25	1534.5	15	2
SIIL	23	54	1	12	879.12	1758.24	15	2
SIK1	8	36	2	4	791.01	1582.02	15	2
SIM1	6	35	2	2	685.4100000000001	1370.8200000000002	15	2
SIM2	13	25	1	3	823.6800000000001	1647.3600000000001	15	2
SINHCAF	4	10	2	2	257.40000000000003	514.8000000000001	15	2
SIPA1L2	8	64	1	6	1694.88	3389.76	15	2
SIRT5	2	10	1	3	307.89	615.78	15	2
SIX2	1	9	0	2	285.12	570.24	15	2
SKA3	28	20	7	6	474.21000000000004	948.4200000000001	15	2
SKAP2	3	9	0	0	334.62	669.24	15	2
SLA	8	6	1	5	275.22	550.44	15	2
SLAIN1	8	19	0	1	517.77	1035.54	15	2
SLC10A2	4	11	0	1	362.34000000000003	724.6800000000001	15	2
SLC12A7	10	29	1	5	1046.43	2092.86	15	2
SLC13A1	4	17	0	4	598.95	1197.9	15	2
SLC13A4	21	25	4	4	627.6600000000001	1255.3200000000002	15	2
SLC15A1	36	34	2	5	685.08	1370.16	15	2
SLC15A5	11	16	0	2	577.1700000000001	1154.3400000000001	15	2
SLC16A7	0	11	0	1	476.19	952.38	15	2
SLC16A8	7	27	4	9	537.57	1075.14	15	2
SLC17A5	6	28	2	1	480.48	960.96	15	2
SLC17A8	10	18	1	3	612.8100000000001	1225.6200000000001	15	2
SLC18B1	7	25	0	0	439.23	878.46	15	2
SLC19A2	11	21	4	4	477.18	954.36	15	2
SLC1A4	5	19	3	3	521.4	1042.8	15	2
SLC22A15	3	17	2	3	540.5400000000001	1081.0800000000002	15	2
SLC22A16	13	14	1	5	559.6800000000001	1119.3600000000001	15	2
SLC22A2	40	36	3	12	539.22	1078.44	15	2
SLC22A23	4	20	1	7	368.28000000000003	736.5600000000001	15	2
SLC22A3	15	27	3	4	544.5	1089	15	2
SLC22A7	11	21	5	7	537.57	1075.14	15	2
SLC24A3	6	11	0	0	560.34	1120.68	15	2
SLC25A13	18	34	8	9	848.4300000000001	1696.8600000000001	15	2
SLC25A15	8	21	1	9	298.98	597.96	15	2
SLC25A17	4	9	0	6	287.1	574.2	15	2
SLC25A3	2	11	1	1	355.41	710.82	15	2
SLC25A30	1	10	0	2	257.40000000000003	514.8000000000001	15	2
SLC25A32	2	9	4	2	320.1	640.2	15	2
SLC25A38	14	11	1	1	286.11	572.22	15	2
SLC25A40	12	10	5	1	333.63	667.26	15	2
SLC25A6	0	10	0	3	296.01	592.02	15	2
SLC26A3	14	40	2	1	747.45	1494.9	15	2
SLC26A4	12	21	4	5	772.2	1544.4	15	2
SLC26A5	10	28	6	2	724.6800000000001	1449.3600000000001	15	2
SLC29A1	5	13	3	8	444.51000000000005	889.0200000000001	15	2
SLC2A12	4	20	3	4	592.02	1184.04	15	2
SLC2A13	8	15	1	3	397.65000000000003	795.3000000000001	15	2
SLC2A14	10	22	0	1	494.01000000000005	988.0200000000001	15	2
SLC30A10	6	19	0	2	433.62	867.24	15	2
SLC30A8	8	8	1	2	247.5	495	15	2
SLC35A1	6	25	3	5	335.61	671.22	15	2
SLC35A5	6	22	3	4	427.68	855.36	15	2
SLC35B2	8	16	3	12	414.81	829.62	15	2
SLC35B3	1	10	1	0	366.3	732.6	15	2
SLC35D3	8	6	3	2	374.88	749.76	15	2
SLC35E3	1	18	1	8	306.90000000000003	613.8000000000001	15	2
SLC35F2	1	16	2	4	380.82	761.64	15	2
SLC35F3	3	7	0	1	231.33	462.66	15	2
SLC36A4	11	21	5	2	488.07000000000005	976.1400000000001	15	2
SLC37A1	6	29	2	1	523.71	1047.42	15	2
SLC37A3	6	20	4	3	496.98	993.96	15	2
SLC38A1	0	14	0	1	485.1	970.2	15	2
SLC38A2	2	22	1	1	496.98	993.96	15	2
SLC38A4	4	15	0	4	543.51	1087.02	15	2
SLC39A12	16	20	2	4	660.33	1320.66	15	2
SLC39A6	8	34	1	5	711.8100000000001	1423.6200000000001	15	2
SLC41A2	2	19	0	4	568.26	1136.52	15	2
SLC45A4	5	46	4	13	780.12	1560.24	15	2
SLC46A3	13	17	1	2	460.35	920.7	15	2
SLC4A1AP	12	28	4	3	675.1800000000001	1350.3600000000001	15	2
SLC4A2	13	50	8	24	1221.66	2443.32	15	2
SLC4A7	5	30	2	7	1012.7700000000001	2025.5400000000002	15	2
SLC51AL	5	15	1	1	335.61	671.22	15	2
SLC5A3	0	22	0	7	706.86	1413.72	15	2
SLC5A7	0	20	0	1	572.88	1145.76	15	2
SLC5A8	4	18	2	6	601.9200000000001	1203.8400000000001	15	2
SLC6A12	10	27	4	5	601.9200000000001	1203.8400000000001	15	2
SLC6A13	9	24	1	5	598.95	1197.9	15	2
SLC6A15	3	18	0	1	722.7	1445.4	15	2
SLC6A19	13	50	6	4	1096.92	2193.84	15	2
SLC6A20	10	35	3	13	587.07	1174.14	15	2
SLC7A1	9	35	4	14	618.75	1237.5	15	2
SLC7A13	4	23	3	1	484.11	968.22	15	2
SLC9A3	23	26	0	2	792	1584	15	2
SLC9A7	2	17	1	9	573.21	1146.42	15	2
SLCO1A2	23	9	3	1	236.94	473.88	15	2
SLCO1B1	16	21	1	1	696.96	1393.92	15	2
SLCO1B3	13	24	4	1	700.9200000000001	1401.8400000000001	15	2
SLCO1C1	21	25	0	0	564.63	1129.26	15	2
SLCO2B1	21	40	5	22	785.07	1570.14	15	2
SLCO5A1	6	34	4	1	772.86	1545.72	15	2
SLITRK1	2	33	0	0	686.07	1372.14	15	2
SLX4IP	23	13	6	2	520.74	1041.48	15	2
SMAD9	0	10	0	0	463.32000000000005	926.6400000000001	15	2
SMAP1	4	17	1	2	467.28000000000003	934.5600000000001	15	2
SMARCC1	4	43	1	12	1024.65	2049.3	15	2
SMC1B	35	36	4	3	907.1700000000001	1814.3400000000001	15	2
SMC6	22	37	2	3	1086.03	2172.06	15	2
SMCHD1	41	74	10	11	2005.0800000000002	4010.1600000000003	15	2
SMCO3	4	5	0	1	223.74	447.48	15	2
SMDT1	3	5	0	1	73.26	146.52	15	2
SMIM28	7	10	3	2	175.23000000000002	350.46000000000004	15	2
SMIM8	4	3	1	4	126.72	253.44	15	2
SMOC2	4	6	0	0	239.58	479.16	15	2
SMPD1	15	44	8	10	578.1600000000001	1156.3200000000002	15	2
SMPDL3A	12	14	1	1	451.44	902.88	15	2
SMPX	4	4	1	0	116.82000000000001	233.64000000000001	15	2
SMS	2	9	1	2	223.74	447.48	15	2
SMYD2	5	13	2	1	323.07	646.14	15	2
SMYD3	9	8	1	1	307.23	614.46	15	2
SNAI2	0	8	0	0	266.31	532.62	15	2
SNAP25	0	5	0	1	204.93	409.86	15	2
SNAP47	3	17	5	4	415.8	831.6	15	2
SNRK	1	37	1	6	758.34	1516.68	15	2
SNRNP48	3	9	0	2	302.94	605.88	15	2
SNRPB2	0	11	0	0	203.94	407.88	15	2
SNRPD1	0	7	0	0	118.80000000000001	237.60000000000002	15	2
SNRPF	0	4	0	1	76.23	152.46	15	2
SNTB1	5	16	2	0	375.21000000000004	750.4200000000001	15	2
SNTG1	2	2	0	2	124.08000000000001	248.16000000000003	15	2
SNTG2	10	16	0	3	427.68	855.36	15	2
SNU13	0	11	0	0	126.72	253.44	15	2
SNX10	7	12	5	3	233.64000000000001	467.28000000000003	15	2
SNX13	3	20	5	2	887.7	1775.4	15	2
SNX3	1	4	0	3	157.41	314.82	15	2
SNX5	3	15	1	3	394.02000000000004	788.0400000000001	15	2
SNX9	3	16	0	3	591.03	1182.06	15	2
SOBP	2	23	1	11	858.99	1717.98	15	2
SOCS1L	8	8	3	3	213.18	426.36	15	2
SOCS2	1	10	1	3	198.99	397.98	15	2
SOCS5	4	21	0	4	531.63	1063.26	15	2
SOD1	2	10	1	4	153.45000000000002	306.90000000000003	15	2
SOD2	2	8	1	4	222.75	445.5	15	2
SON	193	170	22	22	3876.84	7753.68	15	2
SOS1	1	37	62	68	1278.0900000000001	2556.1800000000003	15	2
SOSTDC1	0	6	0	1	204.93	409.86	15	2
SOT3A1L	10	15	1	2	339.57	679.14	15	2
SOWAHC	8	14	2	7	444.18	888.36	15	2
SOX1	0	14	0	2	347.82	695.64	15	2
SOX10	1	18	3	4	459.36	918.72	15	2
SOX11	2	12	0	1	387.09000000000003	774.1800000000001	15	2
SOX17	4	25	1	4	408.87	817.74	15	2
SOX5	3	17	0	0	469.92	939.84	15	2
SOX7	3	22	0	10	373.23	746.46	15	2
SP4	7	30	4	2	771.87	1543.74	15	2
SP8	2	18	2	1	330.99	661.98	15	2
SPACA1	15	12	0	1	252.12	504.24	15	2
SPAG1	35	38	15	5	782.76	1565.52	15	2
SPAG17	111	84	13	9	2105.73	4211.46	15	2
SPAG6	1	5	1	3	429	858	15	2
SPAM1	20	21	4	2	567.27	1134.54	15	2
SPATA13	15	33	4	4	841.5	1683	15	2
SPATA17	18	17	3	0	343.53000000000003	687.0600000000001	15	2
SPCS2	7	18	1	6	239.91000000000003	479.82000000000005	15	2
SPDYA	4	10	1	0	308.88	617.76	15	2
SPERT	21	16	3	3	322.74	645.48	15	2
SPG20	13	43	2	6	625.6800000000001	1251.3600000000001	15	2
SPIC	0	9	0	2	253.44	506.88	15	2
SPICE1	37	28	7	5	818.73	1637.46	15	2
SPIRE1	15	22	2	7	585.09	1170.18	15	2
SPIRE1L	33	28	9	9	589.71	1179.42	15	2
SPRED2	0	7	1	2	412.83000000000004	825.6600000000001	15	2
SPRTN	23	24	2	8	494.01000000000005	988.0200000000001	15	2
SPRY2	5	17	2	1	310.86	621.72	15	2
SPRYD7	0	6	2	0	195.03	390.06	15	2
SPTBB4L	95	95	41	44	1977.0300000000002	3954.0600000000004	15	2
SPTBN1	2	70	1	10	2310.33	4620.66	15	2
SPTLC3	0	15	0	2	549.45	1098.9	15	2
SPX	5	2	0	0	116.82000000000001	233.64000000000001	15	2
SQLE	8	33	1	4	567.27	1134.54	15	2
SRBD1	32	27	2	6	1065.24	2130.48	15	2
SRD5A1	3	9	0	2	181.83	363.66	15	2
SREBF2	12	55	6	18	1089.3300000000002	2178.6600000000003	15	2
SRGAP1	18	31	2	9	1114.74	2229.48	15	2
SRI	2	4	0	1	194.70000000000002	389.40000000000003	15	2
SRP9	1	4	0	1	86.13000000000001	172.26000000000002	15	2
SRPX	0	26	4	8	450.45000000000005	900.9000000000001	15	2
SS18	0	11	0	1	414.81	829.62	15	2
SSBP1	2	12	0	2	147.51000000000002	295.02000000000004	15	2
SSNA1	2	8	2	4	113.85000000000001	227.70000000000002	15	2
SSPO	93	116	74	80	2763.75	5527.5	15	2
SSR1	4	15	1	0	285.12	570.24	15	2
SSTR3	4	22	3	5	397.98	795.96	15	2
SSTR4	8	25	2	5	369.6	739.2	15	2
ST13	4	12	0	3	358.38	716.76	15	2
ST18	15	32	2	2	1034.22	2068.44	15	2
ST3GAL1	4	17	1	1	367.29	734.58	15	2
ST3GAL6	6	17	1	0	349.47	698.94	15	2
ST6GAL2	6	14	4	4	524.7	1049.4	15	2
ST7	5	7	0	2	506.22	1012.44	15	2
ST8SIA6	4	13	3	1	395.01	790.02	15	2
STAB2	65	122	14	21	2418.57	4837.14	15	2
STAC	5	13	0	0	359.37	718.74	15	2
STAGL	31	37	7	2	1206.81	2413.62	15	2
STAM	1	17	0	3	539.5500000000001	1079.1000000000001	15	2
STARD13	4	30	3	5	1074.15	2148.3	15	2
STARD3NL	8	4	0	1	232.65	465.3	15	2
STAU2	6	11	1	2	550.11	1100.22	15	2
STEAP1	8	19	5	0	339.57	679.14	15	2
STEAP4	15	18	2	3	468.27000000000004	936.5400000000001	15	2
STIM1	10	31	5	10	722.0400000000001	1444.0800000000002	15	2
STK24	1	13	0	4	427.68	855.36	15	2
STK31	43	53	8	5	926.3100000000001	1852.6200000000001	15	2
STK38L	1	13	0	0	463.98	927.96	15	2
STMND1	18	7	7	3	228.69	457.38	15	2
STOML3	4	16	5	2	281.16	562.32	15	2
STON1	10	3	0	0	144.54000000000002	289.08000000000004	15	2
STRA8	4	16	0	2	346.5	693	15	2
STRAP	0	14	0	1	347.49	694.98	15	2
STRIP2	5	28	10	20	805.86	1611.72	15	2
STRN	1	28	0	4	791.01	1582.02	15	2
STS	8	13	4	3	471.90000000000003	943.8000000000001	15	2
STT3B	1	22	0	5	807.84	1615.68	15	2
STX11	1	12	2	5	286.11	572.22	15	2
STX17	5	7	3	1	298.98	597.96	15	2
STX19	5	10	2	3	289.08000000000004	578.1600000000001	15	2
STX7	10	6	3	0	255.42000000000002	510.84000000000003	15	2
STYK1	2	17	3	5	421.74	843.48	15	2
SUCLA2	3	15	2	3	459.36	918.72	15	2
SUGCT	14	12	0	1	275.22	550.44	15	2
SUGT1	6	14	4	3	337.59000000000003	675.1800000000001	15	2
SULT	13	10	2	1	309.87	619.74	15	2
SULT1C3	10	16	1	1	304.92	609.84	15	2
SULT4A1	2	5	0	0	241.56	483.12	15	2
SULT6B1L	9	14	1	0	312.84000000000003	625.6800000000001	15	2
SUN2	12	29	8	19	663.3000000000001	1326.6000000000001	15	2
SUPT20H	1	19	2	0	763.2900000000001	1526.5800000000002	15	2
SUPT3H	4	6	0	0	343.86	687.72	15	2
SUPT7L	2	22	1	4	408.87	817.74	15	2
SUSD4	7	12	1	5	418.44	836.88	15	2
SUSD5	33	26	1	2	614.7900000000001	1229.5800000000002	15	2
SUV39H2	13	9	1	1	469.26000000000005	938.5200000000001	15	2
SVIL	11	51	2	9	1546.38	3092.76	15	2
SVOPL	26	36	7	9	575.85	1151.7	15	2
SYAP1	0	19	0	3	356.40000000000003	712.8000000000001	15	2
SYCE3	0	4	0	1	92.07000000000001	184.14000000000001	15	2
SYCP2L	86	32	11	10	794.97	1589.94	15	2
SYN2	1	9	1	4	387.75	775.5	15	2
SYN3	6	18	2	4	711.8100000000001	1423.6200000000001	15	2
SYNE1	159	207	28	14	6035.04	12070.08	15	2
SYNGR1	7	8	0	1	198.99	397.98	15	2
SYNJ1	25	63	5	14	1594.89	3189.78	15	2
SYNJ2	24	61	7	10	1492.26	2984.52	15	2
SYPL1	13	16	3	0	234.63000000000002	469.26000000000005	15	2
SYT1	0	12	0	3	420.75	841.5	15	2
SYT10	2	12	0	1	506.55	1013.1	15	2
SYT14	17	23	6	3	804.87	1609.74	15	2
SYTL2	119	114	15	10	1942.71	3885.42	15	2
SYTL3	16	33	5	3	543.51	1087.02	15	2
SYTL5	15	22	3	5	760.32	1520.64	15	2
T	2	14	0	3	431.64000000000004	863.2800000000001	15	2
TAB1	2	27	0	4	497.97	995.94	15	2
TAB2	4	9	3	3	730.62	1461.24	15	2
TAB3	6	21	0	3	704.22	1408.44	15	2
TAC1	2	5	1	2	73.26	146.52	15	2
TAF10	0	9	0	1	126.06	252.12	15	2
TAF13	0	3	0	3	88.77000000000001	177.54000000000002	15	2
TAF1B	13	22	3	1	575.19	1150.38	15	2
TAF1D	17	23	3	4	342.87	685.74	15	2
TAF2	11	55	4	8	1537.14	3074.28	15	2
TAF3	7	36	0	3	908.82	1817.64	15	2
TAF4B	31	30	6	8	753.39	1506.78	15	2
TAF5L	0	15	1	6	584.1	1168.2	15	2
TAF9	4	11	1	3	208.89000000000001	417.78000000000003	15	2
TAGAP	12	25	5	4	689.0400000000001	1378.0800000000002	15	2
TAGLN3	0	4	0	1	198	396	15	2
TAPBPL	32	28	3	6	452.43	904.86	15	2
TARBP1	34	48	6	11	1289.64	2579.28	15	2
TARP	22	8	1	3	170.28	340.56	15	2
TATDN1	6	17	3	3	295.02000000000004	590.0400000000001	15	2
TATDN3	3	7	3	2	268.29	536.58	15	2
TBC1D15	10	23	5	4	699.9300000000001	1399.8600000000001	15	2
TBC1D22A	15	23	5	3	507.54	1015.08	15	2
TBC1D23	12	77	3	8	1638.45	3276.9	15	2
TBC1D30	11	54	3	6	831.6	1663.2	15	2
TBC1D31	26	46	2	7	1065.24	2130.48	15	2
TBC1D32	24	28	4	2	1057.32	2114.64	15	2
TBC1D4	6	40	3	0	1103.52	2207.04	15	2
TBC1D7	9	8	0	0	271.26	542.52	15	2
TBC1D8	13	71	4	17	1141.14	2282.28	15	2
TBCC	11	13	2	4	336.27000000000004	672.5400000000001	15	2
TBCE	7	18	5	4	495.99	991.98	15	2
TBK1	0	19	4	3	689.0400000000001	1378.0800000000002	15	2
TBL1X	0	11	0	3	518.76	1037.52	15	2
TBP	0	15	0	2	299.97	599.94	15	2
TBPL1	0	3	0	0	182.16	364.32	15	2
TBX15	0	16	0	1	524.7	1049.4	15	2
TBX19	6	12	3	2	360.36	720.72	15	2
TBX20	0	26	0	1	436.59000000000003	873.1800000000001	15	2
TBX22	3	6	1	4	430.32	860.64	15	2
TBXAS1	14	12	1	1	350.46000000000004	700.9200000000001	15	2
TCAIM	7	15	2	3	485.1	970.2	15	2
TCEA1	0	7	0	0	284.13	568.26	15	2
TCEANC	13	16	2	0	356.40000000000003	712.8000000000001	15	2
TCF20	18	118	9	20	1922.91	3845.82	15	2
TCF21	0	7	0	0	178.20000000000002	356.40000000000003	15	2
TCF24	1	10	2	6	153.45000000000002	306.90000000000003	15	2
TCP1	1	30	2	9	553.4100000000001	1106.8200000000002	15	2
TCP11L2	5	21	1	2	505.23	1010.46	15	2
TCTE1	22	20	7	4	452.43	904.86	15	2
TDG	6	18	1	4	414.81	829.62	15	2
TDH	5	17	0	2	370.26	740.52	15	2
TDP2	7	10	2	0	342.54	685.08	15	2
TDRD3	18	28	5	3	788.0400000000001	1576.0800000000002	15	2
TDRD6	144	165	19	14	2259.84	4519.68	15	2
TEAD4	21	16	3	1	552.75	1105.5	15	2
TEF	0	3	1	1	286.11	572.22	15	2
TENM4	5	120	4	29	2511.63	5023.26	15	2
TERF1	31	15	2	1	281.16	562.32	15	2
TERT	48	47	6	4	1287.99	2575.98	15	2
TES	2	17	0	3	418.77000000000004	837.5400000000001	15	2
TEX10	8	44	2	5	918.72	1837.44	15	2
TEX30	2	7	2	1	223.74	447.48	15	2
TEX33	17	13	2	3	355.41	710.82	15	2
TFAP2A	0	17	0	2	475.53000000000003	951.0600000000001	15	2
TFAP2B	0	9	0	0	440.55	881.1	15	2
TFAP2D	0	5	0	0	424.71000000000004	849.4200000000001	15	2
TFB1M	5	20	2	1	345.51	691.02	15	2
TFB2M	10	9	1	1	325.38	650.76	15	2
TFDP1	1	7	0	1	411.84000000000003	823.6800000000001	15	2
TFEC	20	9	1	1	431.64000000000004	863.2800000000001	15	2
TFF2	3	7	0	0	127.71000000000001	255.42000000000002	15	2
TFG	0	17	0	3	339.57	679.14	15	2
TFPI2	3	9	2	2	235.95000000000002	471.90000000000003	15	2
TGDS	7	22	2	2	354.42	708.84	15	2
TGFB2	4	10	1	0	352.11	704.22	15	2
TGFBR1	1	18	1	3	498.96000000000004	997.9200000000001	15	2
TGFBR2	2	20	0	5	559.35	1118.7	15	2
TGFBRAP1	11	55	3	8	854.37	1708.74	15	2
TGIF1	2	5	0	2	267.3	534.6	15	2
TGM4	34	33	0	13	702.9	1405.8	15	2
TGS1	30	37	5	3	847.11	1694.22	15	2
THAP12	9	36	2	9	790.02	1580.04	15	2
THAP5	14	22	2	2	409.86	819.72	15	2
THBD	14	23	2	8	426.69	853.38	15	2
THBS2	5	36	1	3	1171.17	2342.34	15	2
THEMIS	13	24	2	1	605.88	1211.76	15	2
THL	17	21	3	0	455.40000000000003	910.8000000000001	15	2
THOC1	6	33	2	7	658.35	1316.7	15	2
THRB	1	13	1	15	472.23	944.46	15	2
THSD1	27	41	8	10	841.5	1683	15	2
THSD7A	11	36	2	1	972.84	1945.68	15	2
THUMPD2	28	26	10	9	489.06	978.12	15	2
TIAM1	17	82	13	14	1688.6100000000001	3377.2200000000003	15	2
TIAM2	14	83	3	7	1709.73	3419.46	15	2
TIGAR	0	2	0	0	23.1	46.2	15	2
TIMM21	2	5	2	0	226.71	453.42	15	2
TIMMDC1	9	10	2	2	226.38000000000002	452.76000000000005	15	2
TIMP3	0	7	0	1	210.87	421.74	15	2
TINAG	16	21	2	2	463.32000000000005	926.6400000000001	15	2
TIPRL	3	7	1	0	271.26	542.52	15	2
TJAP1	34	37	15	13	1063.26	2126.52	15	2
TLR7	23	56	5	6	1348.38	2696.76	15	2
